"","Type","Model","Status","Lost by","Date","Nearest location","Oryx URL","Source","Geolocation","Tags","Country","GeneralType","lat","lng"
"268","Infantry mobility vehicles","Remdiesel Z-STS 'Akhmat'","Destroyed","Russia",2024-11-12,"Kruglenkoe","https://i.postimg.cc/g0YW2J3t/1054-Remdiesel-Z-STS-Akhmat-destr-12-11-24.jpg","https://t.me/ob_army_ua/452","51.366111,35.177111",NA,"Russia","Infantry mobility vehicles",51.366111,35.177111
"269","Infantry mobility vehicles","Remdiesel Z-STS 'Akhmat'","Destroyed","Russia",2024-11-08,"Zhuravli","https://i.postimg.cc/gk1P4g3G/1105-Remdiesel-Z-STS-Akhmat-destr-09-11-24.jpg","https://t.me/WS_videos/2715","51.416730,35.125360",NA,"Russia","Infantry mobility vehicles",51.41673,35.12536
"270","Infantry mobility vehicles","Remdiesel Z-STS 'Akhmat'","Destroyed","Russia",2024-10-31,"Kursk oblast","https://i.postimg.cc/KzHwr8ky/1044-Remdiesel-Z-STS-Akhmat-destr-31-10-24.jpg","https://x.com/OSINTua/status/1852017486062846264",NA,"Cope cage,◇,✕,Jammer","Russia","Infantry mobility vehicles",NA,NA
"271","Infantry mobility vehicles","Remdiesel Z-STS 'Akhmat'","Destroyed","Russia",2024-10-25,"Obukhovka","https://i.postimg.cc/5y3m1LNr/1076-Remdiesel-Z-STS-Akhmat-destr-25-10-24.jpg","https://t.me/lost_warinua/94430","51.25825,34.951306",NA,"Russia","Infantry mobility vehicles",51.25825,34.951306
"272","Infantry mobility vehicles","Remdiesel Z-STS 'Akhmat'","Destroyed","Russia",2024-10-17,"Lyubimovka","https://i.postimg.cc/c1MhQyMc/1079-Remdiesel-Z-STS-Akhmat-destr-17-10-24.jpg","https://t.me/WS_videos/2688","51.308442,35.021296",NA,"Russia","Infantry mobility vehicles",51.308442,35.021296
"273","Infantry mobility vehicles","Remdiesel Z-STS 'Akhmat'","Destroyed","Russia",2024-10-17,"Lyubimovka","https://i.postimg.cc/jjw2qrpx/1208-Remdiesel-Z-STS-Akhmat-destr-17-10-24.jpg","https://t.me/lost_warinua/93470","51.307583,35.020694",NA,"Russia","Infantry mobility vehicles",51.307583,35.020694
"274","Infantry mobility vehicles","Remdiesel Z-STS 'Akhmat'","Destroyed","Russia",2024-10-16,"Zelenyi Shlyakh","https://i.postimg.cc/hGKkKwWN/1043-Remdiesel-Z-STS-Akhmat-destr-31-10-24.jpg","https://x.com/OSINTua/status/1852006202890174806","51.3170715839,35.0825945533","◇,✕","Russia","Infantry mobility vehicles",51.3170715839,35.0825945533
"275","Infantry mobility vehicles","Remdiesel Z-STS 'Akhmat'","Destroyed","Russia",2024-10-16,"Zelenyi Shlyakh","https://i.postimg.cc/YqMv6ZWR/1204-Remdiesel-Z-STS-Akhmat-destr-16-10-24.jpg","https://t.me/lost_warinua/93378","51.314861,35.081056",NA,"Russia","Infantry mobility vehicles",51.314861,35.081056
"276","Infantry mobility vehicles","Remdiesel Z-STS 'Akhmat'","Destroyed","Russia",2024-10-16,"Zelenyi Shlyakh","https://i.postimg.cc/ht3hqG3Z/1205-Remdiesel-Z-STS-Akhmat-destr-16-10-24.jpg","https://t.me/lost_warinua/93370","51.314861,35.081056","◇,✕","Russia","Infantry mobility vehicles",51.314861,35.081056
"277","Infantry mobility vehicles","Remdiesel Z-STS 'Akhmat'","Destroyed","Russia",2024-10-01,"Kremyanoe","https://i.postimg.cc/yx9RCfFn/1025-Remdiesel-Z-STS-Akhmat-destr-01-10-24.jpg","https://t.me/lost_warinua/91524","51.40250,35.10527",NA,"Russia","Infantry mobility vehicles",51.4025,35.10527
"278","Multiple rocket launchers","122mm 2B17 BM-21-1 (for 9K51 'Grad')","Destroyed","Russia",2024-10-15,"Ozerki","https://i.postimg.cc/5y2NGYMt/1140-2-B17-BM-21-1-for-9-K51-Grad-destr-15-10-24.jpg","https://t.me/lost_warinua/93171","51.002722,35.515556","Cope cage","Russia","Multiple rocket launchers",51.002722,35.515556
"279","Multiple rocket launchers","122mm 2B17 BM-21-1 (for 9K51 'Grad')","Destroyed","Russia",2024-10-01,"Kursk oblast","https://i.postimg.cc/TPR6XpXD/1023-2-B17-BM-21-1-for-9-K51-Grad-destr-01-10-24.jpg","https://t.me/lost_warinua/91551",NA,NA,"Russia","Multiple rocket launchers",NA,NA
"280","Other","Unknown vehicle","Destroyed","Russia",2024-09-14,"Snagost","https://i.postimg.cc/d0jb8B92/1021-Unknown-vehicle-destr-14-09-24.jpg","https://t.me/lost_warinua/89468","51.30525,34.931833",NA,"Russia","Other",51.30525,34.931833
"281","Radars and jammers","92N6A engagement radar (for 40R6 S-400 'Triumf')","Destroyed","Russia",2024-11-23,"Bolshoe Soldatskoe raion",NA,"https://t.me/lost_warinua/97886",NA,NA,"Russia","Radars and jammers",NA,NA
"282","Radars and jammers","Sapfir' anti-drone complex","Destroyed","Russia",2024-08-28,"Kursk oblast","https://i.postimg.cc/mk9ppdnD/1017-Sapfir-anti-drone-complex-destr-28-08-24.jpg","https://t.me/ukr_sof/1198",NA,NA,"Russia","Radars and jammers",NA,NA
"283","Self-propelled artillery","122mm 2S1 'Gvozdika'","Destroyed","Russia",2024-09-05,"Bolshoe Soldatskoe","https://i.postimg.cc/hGWLkqTF/1036-Unknown-vehicle-destr-05-09-24.jpg","https://t.me/lost_warinua/88585","51.315350,35.493538",NA,"Russia","Artillery",51.31535,35.493538
"284","Self-propelled artillery","152mm 2S19M2 'Msta-S'","Destroyed","Russia",2024-08-11,"Krivitskie Budy","https://i.postimg.cc/L5zBM2rx/1016-152mm-2-S19-M2-Msta-S-destr-11-08-24.jpg","https://t.me/lost_warinua/86155",NA,"Turretless,Heli","Russia","Artillery",NA,NA
"285","Self-propelled artillery","152mm 2S3(M) 'Akatsiya'","Destroyed","Russia",2024-11-09,"Kursk oblast","https://i.postimg.cc/8cwPqr77/1026-2-S3-M-Akatsiya-destr-09-11-24.jpg","https://riamediabank.ru/media/8802304.html?query=%D0%9A%D1%83%D1%80%D1%81%D0%BA&page=3&context=search",NA,"Turretless,Shattered","Russia","Artillery",NA,NA
"286","Self-propelled artillery","152mm 2S5 'Giatsint-S'","Destroyed","Russia",2024-10-04,"Dobrokhimovka","https://i.postimg.cc/76bXDrd8/1042-2-S5-Giatsint-S-destr-04-10-24.jpg","https://t.me/lost_warinua/91951","51.423694,35.389917",NA,"Russia","Artillery",51.423694,35.389917
"287","Self-propelled artillery","152mm 2S5 'Giatsint-S'","Destroyed","Russia",2024-08-23,"Kobylki","https://i.postimg.cc/vTf0hmcn/1008-2-S5-Giatsint-S-destr-23-08-24.jpg","https://t.me/lost_warinua/87425","51.319194,34.656861",NA,"Russia","Artillery",51.319194,34.656861
"288","Tanks","T-72B3 Obr. 2022","Abandoned","Russia",2024-11-13,"Orlovka","https://i.postimg.cc/2j1B4x7v/1032-T-72-B3-Obr-2022-dam-aband-13-11-24.jpg","https://t.me/brigade95/1528","51.367919,35.225317","Cope cage,Mine plow/roller","Russia","Armor",51.367919,35.225317
"289","Tanks","Unknown T-80 Obr. 2022 variant","Abandoned","Russia",2024-09-29,"Veseloe","https://i.postimg.cc/P5HSsTJR/1021-t80bv-obr2022-dam-aband-29-09-24.jpg","https://t.me/lost_warinua/91848","51.29652,34.6036","Cope cage,◇,✕,Damaged,Z","Russia","Armor",51.29652,34.6036
"290","Tanks","Unknown tank","Abandoned","Russia",2024-10-15,"Novoivanovka","https://i.postimg.cc/ZRGjYJSG/1047-Unknown-tank-dam-aband-24-10-24.jpg","https://t.me/ssternenko/35306","51.323544,35.078239","V,Cope cage,Damaged,Jammer","Russia","Armor",51.323544,35.078239
"291","Tanks","T-72B3 Obr. 2022","Captured","Russia",2024-09-12,"Kursk oblast","https://i.postimg.cc/ydMwbdp1/1017-T-72-B3-Obr-2022-capt-12-09-24.jpg","https://t.me/budem_bambit/3858?single",NA,"Z,Cope cage,◇,✕","Russia","Armor",NA,NA
"292","Tanks","T-72B3 Obr. 2022","Captured","Russia",2024-08-10,"Kursk oblast","https://i.postimg.cc/TPvBX3LD/1020-T-72-B3-Obr-2022-capt-10-08-24.jpg","https://t.me/lost_warinua/85960",NA,"Cope cage,Z,✕,◇","Russia","Armor",NA,NA
"293","Tanks","T-72BA","Captured","Russia",2024-08-16,"Sudzha raion","https://i.postimg.cc/J46hVWVW/1040-T-72-BA-capt-16-08-24.jpg","https://t.me/lost_warinua/86802",NA,"Cope cage,◇,✕","Russia","Armor",NA,NA
"294","Tanks","T-80BVM Obr. 2022","Captured","Russia",2024-08-31,"Sudzha","https://i.postimg.cc/zvYQZDwy/1000-T-80-BVM-Obr-2022-capt-31-08-24.jpg","https://www.facebook.com/80brigade/videos/1017239389943423/",NA,"Cope cage,∆,◇,✕","Russia","Armor",NA,NA
"295","Tanks","T-80BVM Obr. 2022","Captured","Russia",2024-08-15,"Sudzha","https://i.postimg.cc/gj422Cx8/1024-T-80-BVM-Obr-2022-capt-15-08-24.jpg","https://t.me/lost_warinua/86872",NA,"Cope cage,◇,✕","Russia","Armor",NA,NA
"296","Tanks","T-80BVM Obr. 2022","Captured","Russia",2024-08-10,"Goncharovka","https://i.postimg.cc/sD8twc3K/1025-T-80-BVM-Obr-2022-capt-10-08-24.jpg","https://t.me/lost_warinua/86096","51.183417,35.234528","Cope cage,V","Russia","Armor",51.183417,35.234528
"297","Tanks","T-80BVM Obr. 2022","Captured","Russia",2024-08-08,"Sudzha","https://i.postimg.cc/SsDP8LZ6/1033-T-80-BVM-Obr-2022-capt-08-08-24.jpg","https://www.youtube.com/watch?v=fHn4AAIGAjM","51.198265,35.291062","Cope cage","Russia","Armor",51.198265,35.291062
"298","Tanks","T-90M 'Proryv'","Captured","Russia",2024-08-19,"Lyubimovka","https://i.postimg.cc/bY6Q2W5x/1024-T-90-M-Proryv-capt-19-08-24.jpg","https://t.me/lost_warinua/87124","51.304577,34.976373","Cope cage,◇,✕","Russia","Armor",51.304577,34.976373
"299","Tanks","T-90M 'Proryv'","Captured","Russia",2024-08-14,"Sudzha","https://i.postimg.cc/dV2qVb4Z/1060-T-90-M-Proryv-capt-14-08-24.jpg","https://t.me/mag_vodogray/9663",NA,"Cope cage,◇,∆,Z","Russia","Armor",NA,NA
"300","Tanks","T-90M 'Proryv'","Damaged","Russia",2024-09-16,"Korenevo raion","https://i.postimg.cc/FHZmY9PQ/1014-T-90-M-Proryv-dam-16-09-24.jpg","https://t.me/tankova_brugada/2275",NA,"Cope cage","Russia","Armor",NA,NA
"301","Tanks","T-55A Obr. 1981","Destroyed","Russia",2024-09-12,"Korenevo raion","https://i.postimg.cc/d0yGQ3Qk/1018-T-55-A-Obr-1981-destr-15-09-24.jpg",NA,NA,NA,"Russia","Armor",NA,NA
"302","Tanks","T-72 *","Destroyed","Russia",2024-10-13,"Kursk oblast","https://i.postimg.cc/WzL9SxJN/1223-unkn-t72-destr-13-10-24.jpg","https://t.me/WS_videos/2685",NA,"Turretless,Cope cage","Russia","Armor",NA,NA
"303","Tanks","T-72 *","Destroyed","Russia",2024-09-25,"Glushkovo","https://i.postimg.cc/7YpBh69w/1052-unkn-t72-destr-25-09-24.jpg","https://t.me/ORB130Joker/78","51.33557,34.62222","Cope cage","Russia","Armor",51.33557,34.62222
"304","Tanks","T-72 *","Destroyed","Russia",2024-08-10,"Kursk oblast","https://i.postimg.cc/GpPV3nGS/1021-Unknown-tank-destr-10-08-24.jpg","https://t.me/lost_warinua/85954",NA,"Turretless","Russia","Armor",NA,NA
"305","Tanks","T-72B3 Obr. 2016","Destroyed","Russia",2024-10-31,"Tolstyi Lug","https://i.postimg.cc/zGTBTX5R/1011-T-72-B3-Obr-2016-destr-31-10-24.jpg","https://x.com/OSINTua/status/1852002752462803054","51.305264,35.066667","Turretless,Shattered,Z,Cope cage,Jammer","Russia","Armor",51.305264,35.066667
"306","Tanks","T-72B3 Obr. 2016","Destroyed","Russia",2024-10-15,"Kursk oblast","https://i.postimg.cc/pXmZ8GFp/1186-T-72-B3-Obr-2016-destr-15-10-24.jpg","https://t.me/lost_warinua/93189",NA,"Turretless","Russia","Armor",NA,NA
"307","Tanks","T-80BV","Destroyed","Russia",2024-10-31,"Korenevo raion","https://i.postimg.cc/2yqjyC2y/1030-T-80-BV-destr-31-10-24.jpg","https://x.com/OSINTua/status/1852004116739817874",NA,"Mine plow/roller,Cope cage,Jammer","Russia","Armor",NA,NA
"308","Tanks","T-80BV","Destroyed","Russia",2024-10-25,"Korenevo raion","https://i.postimg.cc/T1n0pB2p/1050-T-80-BV-destr-25-10-24.jpg","https://t.me/zsu82odshbr/389",NA,"Turretless,Mine plow/roller","Russia","Armor",NA,NA
"309","Tanks","T-80BV Obr. 2022","Destroyed","Russia",2024-10-03,"Medvezhe","https://i.postimg.cc/tT44036h/1031-T-80-BVM-destr-03-10-24.jpg","https://x.com/OSINTua/status/1852003148480582109","51.273138,34.645176",NA,"Russia","Armor",51.273138,34.645176
"310","Tanks","T-80BVM","Destroyed","Russia",2024-10-31,"Korenevo raion","https://i.postimg.cc/KcsR2HJ4/1010-T-80-BVM-destr-31-10-24.jpg","https://x.com/OSINTua/status/1852003528711033281",NA,"Cope cage,Jammer","Russia","Armor",NA,NA
"311","Tanks","T-80BVM","Destroyed","Russia",2024-10-08,"Obukhovka","https://i.postimg.cc/Qt8x7f2T/1600-T-80-BVM-destr-08-10-24.jpg",NA,"51.303796,34.976051","Turretless,Cope cage","Russia","Armor",51.303796,34.976051
"312","Tanks","T-80BVM Obr. 2022","Destroyed","Russia",2024-10-19,"Snagost","https://i.postimg.cc/Kj7y5PjW/1236-T-80-BVM-Obr-2022-destr-19-10-24.jpg","https://vk.com/militarychronicles?z=photo-219928383_457248805%2Fwall-219928383_89989","51.3144063794,34.8958524883","Cope cage","Russia","Armor",51.3144063794,34.8958524883
"313","Tanks","T-80BVM Obr. 2022","Destroyed","Russia",2024-09-10,"Snagost","https://i.postimg.cc/N0MqyZrc/1011-T-80-BV-dam-aband-10-09-24.jpg","https://t.me/lost_warinua/89199","51.345555,34.894722","Cope cage,Turretless,Jammer","Russia","Armor",51.345555,34.894722
"314","Tanks","T-80BVM Obr. 2022","Destroyed","Russia",2024-08-17,"Goncharovka","https://i.postimg.cc/RFLKjV4Q/1059-T-80-BVM-Obr-2022-destr-17-08-24.jpg","https://t.me/WS_videos/2623","51.182559,35.250129","Turretless,Cope cage","Russia","Armor",51.182559,35.250129
"315","Tanks","T-80BVM Obr. 2022","Destroyed","Russia",2024-08-06,"Sudzha","https://i.postimg.cc/ncY20K00/1034-T-80-BVM-destr-06-08-24.jpg","https://t.me/lost_warinua/85638","51.204781,35.231824","Cope cage","Russia","Armor",51.204781,35.231824
"316","Tanks","T-80BVM Obr. 2022","Destroyed","Russia",2024-08-06,"Sudzha","https://i.postimg.cc/9Fj1dgtD/1033-T-80-BVM-destr-06-08-24.jpg","https://t.me/lost_warinua/85638","51.204786,35.232208","Turretless,Cope cage","Russia","Armor",51.204786,35.232208
"317","Tanks","Unknown T-72 Obr. 2022 variant","Destroyed","Russia",2024-11-26,"Tolstyi Lug",NA,"https://t.me/ok_pivnich1/11392","51.298935,35.091809","Cope cage,Jammer","Russia","Armor",51.298935,35.091809
"318","Tanks","Unknown T-80 Obr. 2022 variant","Destroyed","Russia",2024-10-15,"Novoivanovka","https://i.postimg.cc/632YNyDV/1046-t80bv-obr2022-destr-24-10-24.jpg","https://t.me/ssternenko/35306","51.323773,35.07873","Turretless,Cope cage,Jammer","Russia","Armor",51.323773,35.07873
"319","Tanks","Unknown T-80 Obr. 2022 variant","Destroyed","Russia",2024-10-10,"Sudzha raion","https://i.postimg.cc/K8GmJHnD/1127-t80bv-obr2022-destr-10-10-24.jpg","https://t.me/lost_warinua/92686",NA,"Cope cage","Russia","Armor",NA,NA
"320","Tanks","Unknown T-80 Obr. 2022 variant","Destroyed","Russia",2024-09-21,"Kucherov","https://i.postimg.cc/3NKGZZXm/1022-t80bv-obr2022-destr-21-09-24.jpg","https://t.me/ButusovPlus/13966","51.0529199,35.3986697","Turretless,V,Mine plow/roller,Jammer,Turtle","Russia","Armor",51.0529199,35.3986697
"321","Tanks","Unknown T-80 Obr. 2022 variant","Destroyed","Russia",2024-08-23,"Dyakovka","https://i.postimg.cc/JhRwfNRn/1012-t80bv-obr2022-destr-23-08-24.jpg","https://t.me/lost_warinua/87481","51.391111,35.305083","Cope cage","Russia","Armor",51.391111,35.305083
"322","Tanks","Unknown T-80 Obr. 2022 variant","Destroyed","Russia",2024-08-17,"Kursk oblast","https://i.postimg.cc/gkk0T27D/1018-t80bv-obr2022-destr-17-08-24.jpg","https://t.me/ssternenko/32514",NA,"Turretless,Cope cage","Russia","Armor",NA,NA
"323","Tanks","Unknown tank","Destroyed","Russia",2024-10-24,"Lyubimovka","https://i.postimg.cc/c13X9t70/1054-Unknown-tank-destr-24-10-24.jpg","https://t.me/ssternenko/35306","51.334,34.997611",NA,"Russia","Armor",51.334,34.997611
"324","Tanks","Unknown tank","Destroyed","Russia",2024-10-13,"Kremyanoe","https://i.postimg.cc/ZK0GnzFg/1165-Unknown-tank-destr-13-10-24.jpg","https://t.me/ButusovPlus/14269","51.359833,35.027917","Mine plow/roller,Turtle","Russia","Armor",51.359833,35.027917
"325","Tanks","Unknown tank","Destroyed","Russia",2024-10-12,"Kursk oblast","https://i.postimg.cc/T1NB0tGC/1090-Unknown-tank-destr-12-10-24.jpg","https://t.me/ssternenko/34832",NA,"Cope cage","Russia","Armor",NA,NA
"326","Tanks","Unknown tank","Destroyed","Russia",2024-09-24,"Gordeevka","https://i.postimg.cc/cHskWbm3/1027-Unknown-tank-destr-24-09-24.jpg","https://t.me/lost_warinua/90773","51.22709,34.84115",NA,"Russia","Armor",51.22709,34.84115
"327","Towed artillery","100mm 2A29 MT-12 'Rapira' anti-tank gun","Captured","Russia",2024-08-18,"Kursk oblast","https://i.postimg.cc/X70dmPJF/1021-MT-12-Rapira-anti-tank-gun-capt-18-08-24.jpg","https://t.me/lost_warinua/86996",NA,NA,"Russia","Artillery",NA,NA
"328","Towed artillery","122mm 2A18 D-30 howitzer","Captured","Russia",2024-09-07,"Kursk oblast",NA,"https://www.facebook.com/80brigade/posts/pfbid0VwYdvQkix9Q8j4Dh5gLH1XUYXtFMHRA9MHv1BxKSfpwHEVgEhxjTRb7UhhTxK8KWl",NA,NA,"Russia","Artillery",NA,NA
"329","Towed artillery","152mm 2A36 'Giatsint-B' field gun","Captured","Russia",2024-08-31,"Sudzha raion","https://i.postimg.cc/RFtsYR44/1021-2-A36-Giatsint-B-field-gun-capt-31-08-24.jpg","https://t.me/lost_warinua/97357",NA,NA,"Russia","Artillery",NA,NA
"330","Towed artillery","82mm 2B9 'Vasilek' automatic gun mortar","Captured","Russia",2024-08-19,"Kursk oblast","https://i.postimg.cc/nLjQBSWt/1021-82mm-2-B9-Vasilek-automatic-gun-mortar-capt-19-08-24.jpg","https://t.me/voenna_realnist/17282",NA,NA,"Russia","Artillery",NA,NA
"331","Transport","GAZ-3308 'Sadko'","Captured","Russia",2024-10-23,"Kursk oblast","https://i.postimg.cc/C1dSsNRW/1028-GAZ-3308-Sadko-capt-26-10-24.jpg","https://www.instagram.com/p/DBd0ZtiouBp/?igsh=MWRrMzg3dTJjNDcxeQ%3D%3D",NA,"◇,✕","Russia","Transport",NA,NA
"332","Transport","GAZ-3308 'Sadko'","Captured","Russia",2024-10-21,"Kursk oblast","https://i.postimg.cc/dVGDvwy2/1335-GAZ-3308-Sadko-capt-21-10-24.jpg","https://t.me/lost_warinua/93827",NA,"◇,✕","Russia","Transport",NA,NA
"333","Transport","KamAZ 6x6","Captured","Russia",2024-08-17,"Kursk oblast","https://i.postimg.cc/Zq1z5Jkw/1004-Kam-AZ-6x6-capt-17-08-24.jpg","https://t.me/lost_warinua/86921",NA,"V,◇,Cope cage","Russia","Transport",NA,NA
"334","Transport","KamAZ 6x6","Captured","Russia",2024-08-09,"Sudzha","https://i.postimg.cc/90kqDPWt/1023-Kam-AZ-6x6-capt-09-08-24.jpg","https://t.me/lost_warinua/87561",NA,"V,∆","Russia","Transport",NA,NA
"335","Transport","Ural-4320","Captured","Russia",2024-10-16,"Sudzha","https://i.postimg.cc/3wd3h5yK/1169-Ural-4320-capt-16-10-24.jpg","https://t.me/lost_warinua/93285",NA,"Z,∆","Russia","Transport",NA,NA
"336","Transport","Ural-4320","Captured","Russia",2024-09-07,"Sudzha raion","https://i.postimg.cc/MpRRbr49/1067-Ural-4320-capt-07-09-24.jpg","https://www.tiktok.com/@mechanik330/photo/7412017222354242821",NA,"Z,◇,✕","Russia","Transport",NA,NA
"337","Transport","Ural-4320","Captured","Russia",2024-08-17,"Kursk oblast","https://i.postimg.cc/QCDLcSd5/1005-Ural-4320-capt-17-08-24.jpg","https://t.me/lost_warinua/86920",NA,NA,"Russia","Transport",NA,NA
"338","Transport","Ural-4320","Captured","Russia",2024-08-11,"Kursk oblast","https://i.postimg.cc/13GDDvJL/1013-Ural-4320-capt-11-08-24.jpg","https://t.me/lost_warinua/87257",NA,"◇,✕","Russia","Transport",NA,NA
"339","Transport","GAZ-3308 'Sadko'","Destroyed","Russia",2024-11-14,"Kursk oblast","https://i.postimg.cc/J0yQBVPd/1038-GAZ-3308-Sadko-destr-14-11-24.jpg","https://t.me/kriladopekla/263",NA,"◇,✕","Russia","Transport",NA,NA
"340","Transport","GAZ-3308 'Sadko'","Destroyed","Russia",2024-10-15,"Kursk oblast","https://i.postimg.cc/XqstvLDw/1135-GAZ-3308-Sadko-destr-15-10-24.jpg","https://t.me/lost_warinua/93287",NA,"◇,✕","Russia","Transport",NA,NA
"341","Transport","GAZ-3308 'Sadko'","Destroyed","Russia",2024-09-02,"Olgovka","https://i.postimg.cc/2y4DLS9P/1001-Ural-43206-destr-02-09-24.jpg","https://t.me/lost_warinua/88339","51.402134,35.011863",NA,"Russia","Transport",51.402134,35.011863
"342","Transport","GAZ-66","Destroyed","Russia",2024-08-31,"Zvannoe","https://i.postimg.cc/N0J7CWZW/1007-GAZ-66-destr-31-08-24.jpg","https://t.me/WarArchive_ua/19435","51.388890,34.554108","KUNG","Russia","Transport",51.38889,34.554108
"343","Transport","KamAZ 6x6","Destroyed","Russia",2024-10-14,"Sudzha","https://i.postimg.cc/TYxkSjcf/1015-Kam-AZ-6x6-destr-14-10-24.jpg","https://t.me/lost_warinua/94002",NA,NA,"Russia","Transport",NA,NA
"344","Transport","KamAZ 6x6","Destroyed","Russia",2024-10-05,"Kursk oblast","https://i.postimg.cc/NMPcPNGK/1125-Kam-AZ-6x6-destr-05-10-24.jpg","https://t.me/lost_warinua/92689",NA,NA,"Russia","Transport",NA,NA
"345","Transport","KamAZ 6x6","Destroyed","Russia",2024-10-05,"Kursk oblast","https://i.postimg.cc/CL8gmH3K/1126-Kam-AZ-6x6-destr-05-10-24.jpg","https://t.me/lost_warinua/92689",NA,NA,"Russia","Transport",NA,NA
